33
Ano,Mes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1947;01; 303; 480; 186; 188; 43; 7; 0; 0; 65; 0; 73; 30; 31; 168; 143; 0; 48; 0; 237; 168; 230; 0; 0; 0; 192; 253; 93; 43; 160; 1; 135
1947;02; 0; 0; 0; 12; 121; 0; 1; 50; 0; 0; 0; 17; 351; 280; 16; 2; 203; 57; 0; 0; 0; 0; 37; 2; 2; 22; 54; 230; 9999; 9999; 9999
1947;03; 509; 283; 0; 299; 398; 62; 318; 43; 22; 94; 2; 256; 544; 199; 0; 0; 9; 89; 62; 0; 0; 0; 0; 3; 98; 115; 6; 0; 0; 0; 0
1947;04; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 16; 0; 0; 0; 2; 13; 0; 0; 0; 0; 0; 9999
1947;05; 0; 0; 31; 0; 28; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 74; 28; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0
1947;06; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 234; 0; 0; 93; 2; 0; 0; 0; 0; 0; 0; 0; 9999
1947;07; 0; 0; 0; 2; 2; 0; 0; 194; 177; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 410
1947;08; 31; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 21; 0; 287; 322; 2; 1; 80
1947;09; 0; 0; 0; 73; 137; 0; 0; 194; 41; 0; 152; 0; 0; 0; 0; 0; 66; 185; 0; 0; 0; 0; 2; 3; 0; 0; 0; 0; 0; 0; 9999
1947;10; 114; 0; 0; 0; 72; 0; 0; 221; 46; 0; 0; 0; 0; 10; 75; 0; 0; 0; 0; 0; 0; 437; 86; 168; 227; 0; 0; 0; 0; 0; 87
1947;11; 1; 26; 86; 0; 0; 0; 0; 0; 122; 0; 0; 68; 11; 0; 0; 0; 0; 3; 0; 0; 0; 0; 3; 95; 270; 215; 57; 11; 0; 0; 9999
1947;12; 3; 18; 78; 0; 0; 0; 7; 0; 43; 92; 43; 52; 0; 0; 123; 335; 0; 0; 114; 0; 213; 21; 0; 182; 288; 552; 0; 0; 154; 0; 0
1948;01; 13; 13; 0; 0; 0; 0; 0; 152; 17; 204; 234; 71; 28; 3; 782; 136; 122; 13; 0; 115; 13; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1948;02; 235; 241; 300; 0; 0; 0; 0; 0; 394; 336; 173; 0; 260; 265; 62; 0; 0; 0; 0; 57; 0; 0; 0; 0; 0; 46; 0; 0; 24; 9999; 9999
1948;03; 7; 0; 0; 0; 2; 0; 0; 0; 185; 383; 41; 28; 83; 460; 181; 0; 3; 15; 0; 0; 0; 383; 4; 12; 254; 0; 0; 0; 0; 0; 25
1948;04; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 9999
1948;05; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 288; 0; 16; 0; 0; 0; 0; 0; 0; 0; 0; 34; 0; 0; 0
1948;06; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 9999
1948;07; 0; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 80; 0; 19; 5; 0; 0; 0; 0
1948;08; 3; 0; 0; 0; 0; 0; 5; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 8; 0; 0; 0; 0
1948;09; 0; 0; 0; 0; 0; 0; 0; 0; 0; 40; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 8; 0; 61; 0; 154; 0; 9999
1948;10; 0; 24; 0; 128; 0; 212; 0; 0; 0; 338; 6; 212; 0; 22; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 32; 33; 0; 92; 0; 0
1948;11; 82; 64; 6; 180; 58; 4; 84; 105; 25; 0; 58; 0; 0; 0; 120; 194; 0; 0; 4; 165; 0; 0; 0; 0; 88; 12; 0; 0; 0; 0; 9999
1948;12; 164; 3; 0; 0; 0; 0; 0; 0; 0; 0; 2; 2; 1; 66; 185; 184; 187; 552; 0; 0; 0; 0; 0; 35; 0; 82; 0; 0; 89; 2; 0
1949;01; 0; 0; 0; 0; 0; 0; 0; 371; 800; 300; 31; 51; 444; 0; 0; 268; 216; 54; 0; 0; 0; 0; 21; 253; 9; 22; 0; 329; 0; 54; 17
1949;02; 0; 4; 0; 0; 98; 174; 209; 510; 0; 0; 0; 0; 0; 0; 8; 31; 104; 0; 23; 361; 25; 0; 0; 0; 49; 21; 0; 167; 9999; 9999; 9999
1949;03; 0; 0; 2; 0; 0; 0; 42; 149; 755; 0; 0; 0; 0; 0; 0; 23; 0; 0; 32; 0; 0; 42; 0; 14; 5; 232; 0; 116; 285; 31; 16
1949;04; 87; 414; 0; 0; 4; 0; 0; 0; 47; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 18; 154; 0; 0; 1; 0; 0; 9999
1949;05; 0; 0; 0; 142; 43; 5; 0; 0; 0; 14; 201; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1949;06; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 69; 15; 0; 0; 213; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 9999
1949;07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1949;08; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 23; 325; 0
1949;09; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 9999
1949;10; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 38; 0; 0; 72; 0; 62; 0; 0; 42; 0; 0; 3; 0; 0; 0; 512; 0; 0; 0; 0
